,count,mean,std,min,25%,50%,75%,max
v168,17664.0,-0.00045248517697129995,0.002414481722808834,-0.0168824041843481,2.6860497124719943e-05,0.000200015356354,0.00033041527946105003,0.0093504881351652
v169,17664.0,-0.0004543056885598002,0.0023505766006047106,-0.0177082646513214,2.5054527378012836e-05,0.00019843342327155,0.00034701760609195,0.0052573678288821
v170,17664.0,-0.0003890668417779189,0.0015825332289217332,-0.0132500708698852,-0.00047406892510585,0.00012096028844405,0.00022910720408027502,0.0027941994442113
v171,17664.0,-0.00035782253679587326,0.0011003267746430869,-0.0085505051566767,-0.000727860799245925,2.6567959028334087e-06,0.000191739129449325,0.0027475814442336
v172,17664.0,-0.00034670049903692303,0.0008867725822843087,-0.0070894809486041,-0.000765427271814675,-0.00018224855506225,0.00018080353176375,0.0014931462471846
v173,17664.0,-0.0003420678967296354,0.0007901319545991006,-0.006432976365693,-0.0007359454760858749,-0.0002647714702945,0.000204262163678425,0.0016437607992556
v174,17664.0,-0.0003560571339271175,0.000777513686726429,-0.0063046762831226,-0.00074098827752515,-0.0002990184267033,0.000208134698089725,0.0014293031619023
v175,17664.0,-0.0003606158132957172,0.0008318289370897338,-0.0067061179105805,-0.000756528887197475,-0.0002688316178279,0.000195330655844425,0.0012014617492591
v176,17664.0,-0.0003628590297161411,0.000909903527093707,-0.0077211950583937,-0.000786586779989975,-0.000122086466491,0.000173844596038025,0.0021430649687663
v177,17664.0,-0.00037956177725535073,0.0011340269265699202,-0.0098454227750817,-0.000776591898470425,0.0,0.000178028700986925,0.0019457065824459
v178,17664.0,-0.00041634813500109123,0.0015998615889832716,-0.0141445149428321,-0.000507289217932225,0.000109660341087,0.000221972057461575,0.0033703090688086
v179,17664.0,-0.0005077592611413562,0.0027720622137957503,-0.0245257794845026,4.92668853245698e-05,0.0001928503885684,0.00034492159352585,0.008075725307176
v180,17664.0,-0.0008437606209201538,0.005815616628735774,-0.0599998136835523,0.00011312818189599999,0.0003281044905054,0.00065809975815075,0.0072629886238197
